"Jahr","Grossregion","Schweizer/innen und Ausländer/innen","Berufliche Stellung","Geschlecht","Zentralwert","P10","P25","P75","P90"
"2018","Ticino","Ausländer/innen","Berufliche Stellung - Total","Geschlecht - Total",4809,3288,3810,6138,8038
"2018","Ticino","Ausländer/innen","Berufliche Stellung - Total","Frauen",4139,3044,3464,5438,7479
"2018","Ticino","Ausländer/innen","Berufliche Stellung - Total","Männer",5156,3500,4156,6379,8477
"2018","Ticino","Ausländer/innen","Oberes und mittleres Kader","Geschlecht - Total",7588,4361,5768,11351,17876
"2018","Ticino","Ausländer/innen","Oberes und mittleres Kader","Frauen",6612,3777,4824,10000,14878
"2018","Ticino","Ausländer/innen","Oberes und mittleres Kader","Männer",7908,4830,6104,11825,18305
"2018","Ticino","Ausländer/innen","Unteres Kader","Geschlecht - Total",5644,4124,4982,7525,10000
"2018","Ticino","Ausländer/innen","Unteres Kader","Frauen",5417,3655,4308,7197,9558
"2018","Ticino","Ausländer/innen","Unteres Kader","Männer",5691,4405,5093,7581,10082
"2018","Ticino","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",5323,3629,4333,6787,8569
"2018","Ticino","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",4949,3450,4127,6600,8320
"2018","Ticino","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",5464,3755,4463,6828,8583
"2018","Ticino","Ausländer/innen","Ohne Kaderfunktion","Geschlecht - Total",4425,3200,3611,5521,6663
"2018","Ticino","Ausländer/innen","Ohne Kaderfunktion","Frauen",3878,2994,3374,4919,6276
"2018","Ticino","Ausländer/innen","Ohne Kaderfunktion","Männer",4739,3421,3921,5741,6808
"2018","Ticino","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Geschlecht - Total",5607,3366,4118,6824,9109
"2018","Ticino","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Frauen",5661,3200,3687,7791,9581
"2018","Ticino","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Männer",5595,3422,4195,6274,8448
"2018","Ticino","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Geschlecht - Total",,,,,
"2018","Ticino","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Frauen",,,,,
"2018","Ticino","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Männer",,,,,
"2018","Ticino","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Geschlecht - Total",,,,,
"2018","Ticino","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Frauen",,,,,
"2018","Ticino","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Männer",,,,,
"2018","Ticino","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",,,,,
"2018","Ticino","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2018","Ticino","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2018","Ticino","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Geschlecht - Total",5151,3356,3730,5868,6838
"2018","Ticino","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Frauen",,,,,
"2018","Ticino","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Männer",5476,3442,3975,5967,6923
"2018","Ticino","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Geschlecht - Total",5196,3522,4031,6750,9802
"2018","Ticino","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Frauen",4651,3422,3829,6293,8514
"2018","Ticino","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Männer",5504,3636,4177,7016,10906
"2018","Ticino","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Geschlecht - Total",8736,4602,5768,12988,20690
"2018","Ticino","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Frauen",7729,4261,5299,11660,22557
"2018","Ticino","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Männer",8905,4971,5778,13217,20690
"2018","Ticino","> Aufenthalter/innen (Kat. B)","Unteres Kader","Geschlecht - Total",5579,3972,5093,7889,10733
"2018","Ticino","> Aufenthalter/innen (Kat. B)","Unteres Kader","Frauen",5523,3333,3719,7283,9055
"2018","Ticino","> Aufenthalter/innen (Kat. B)","Unteres Kader","Männer",5579,4361,5093,8029,10989
"2018","Ticino","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",5679,3765,4333,7559,10130
"2018","Ticino","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Frauen",5417,3861,4382,7268,10525
"2018","Ticino","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Männer",5893,3584,4221,7647,9674
"2018","Ticino","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Geschlecht - Total",4578,3459,3884,5892,7086
"2018","Ticino","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Frauen",4338,3398,3714,5473,6809
"2018","Ticino","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Männer",4902,3543,3918,6058,7326
"2018","Ticino","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Geschlecht - Total",5515,3714,4384,7061,9361
"2018","Ticino","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Frauen",4701,3500,3907,5913,7960
"2018","Ticino","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Männer",5895,4055,4865,7550,10582
"2018","Ticino","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Geschlecht - Total",7673,4860,6351,11250,18247
"2018","Ticino","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Frauen",6435,3611,4267,10344,16666
"2018","Ticino","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Männer",7908,5473,6870,11657,18565
"2018","Ticino","> Niedergelassene (Kat. C)","Unteres Kader","Geschlecht - Total",5888,4286,5333,7654,10470
"2018","Ticino","> Niedergelassene (Kat. C)","Unteres Kader","Frauen",5758,4017,4306,7547,9857
"2018","Ticino","> Niedergelassene (Kat. C)","Unteres Kader","Männer",5921,4798,5333,7668,10714
"2018","Ticino","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",5789,3934,4611,7492,9524
"2018","Ticino","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Frauen",5457,3734,4330,7186,8875
"2018","Ticino","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Männer",5975,4245,4841,7583,9670
"2018","Ticino","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Geschlecht - Total",5007,3560,4120,6000,7310
"2018","Ticino","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Frauen",4455,3448,3794,5407,6656
"2018","Ticino","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Männer",5364,3834,4499,6263,7583
"2018","Ticino","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Geschlecht - Total",4514,3151,3608,5688,7232
"2018","Ticino","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Frauen",3813,2946,3289,5016,6934
"2018","Ticino","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Männer",4855,3400,3979,5926,7436
"2018","Ticino","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Geschlecht - Total",6973,4234,5289,10095,14577
"2018","Ticino","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Frauen",6067,3810,4745,8882,14558
"2018","Ticino","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Männer",7442,4346,5417,10667,16628
"2018","Ticino","> Grenzgänger/innen (Kat. G)","Unteres Kader","Geschlecht - Total",5688,4115,4780,7365,9761
"2018","Ticino","> Grenzgänger/innen (Kat. G)","Unteres Kader","Frauen",5271,3738,4334,7136,9558
"2018","Ticino","> Grenzgänger/innen (Kat. G)","Unteres Kader","Männer",5691,4299,4993,7502,9787
"2018","Ticino","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",5107,3532,4227,6335,7866
"2018","Ticino","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Frauen",4648,3383,3921,6037,7877
"2018","Ticino","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Männer",5279,3666,4333,6386,7863
"2018","Ticino","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Geschlecht - Total",4263,3060,3497,5270,6365
"2018","Ticino","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Frauen",3636,2881,3216,4514,5904
"2018","Ticino","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Männer",4583,3320,3810,5513,6500
"2018","Ticino","> Andere","Berufliche Stellung - Total","Geschlecht - Total",4433,3293,3586,5766,6630
"2018","Ticino","> Andere","Berufliche Stellung - Total","Frauen",3774,3035,3421,4634,6493
"2018","Ticino","> Andere","Berufliche Stellung - Total","Männer",4602,3421,3875,6133,6715
"2018","Ticino","> Andere","Oberes und mittleres Kader","Geschlecht - Total",,,,,
"2018","Ticino","> Andere","Oberes und mittleres Kader","Frauen",,,,,
"2018","Ticino","> Andere","Oberes und mittleres Kader","Männer",,,,,
"2018","Ticino","> Andere","Unteres Kader","Geschlecht - Total",,,,,
"2018","Ticino","> Andere","Unteres Kader","Frauen",,,,,
"2018","Ticino","> Andere","Unteres Kader","Männer",,,,,
"2018","Ticino","> Andere","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",,,,,
"2018","Ticino","> Andere","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2018","Ticino","> Andere","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2018","Ticino","> Andere","Ohne Kaderfunktion","Geschlecht - Total",4194,3204,3541,5349,6221
"2018","Ticino","> Andere","Ohne Kaderfunktion","Frauen",3694,3015,3397,4194,5350
"2018","Ticino","> Andere","Ohne Kaderfunktion","Männer",4468,3409,3714,5689,6228
"2016","Schweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Geschlecht - Total",6502,4313,5157,8556,11406
"2016","Schweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Frauen",6011,4035,4714,7729,9856
"2016","Schweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Männer",6830,4600,5481,9178,12300
"2016","Schweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Geschlecht - Total",10310,6033,7764,13821,19044
"2016","Schweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Frauen",8861,5210,6748,11627,15635
"2016","Schweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Männer",10878,6424,8219,14548,20148
"2016","Schweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Geschlecht - Total",8328,5252,6549,10567,12950
"2016","Schweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Frauen",7580,4718,5893,9598,11921
"2016","Schweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Männer",8760,5624,6889,10980,13389
"2016","Schweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6977,4739,5714,8744,10902
"2016","Schweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Frauen",6481,4328,5138,8092,10000
"2016","Schweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Männer",7238,5114,6018,9081,11299
"2016","Schweiz","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Geschlecht - Total",5935,4141,4843,7352,9176
"2016","Schweiz","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Frauen",5607,3920,4537,7072,8678
"2016","Schweiz","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Männer",6121,4375,5116,7559,9564
"2016","Schweiz","Schweizer/innen","Berufliche Stellung - Total","Geschlecht - Total",6808,4528,5421,8859,11552
"2016","Schweiz","Schweizer/innen","Berufliche Stellung - Total","Frauen",6202,4248,4933,7836,9847
"2016","Schweiz","Schweizer/innen","Berufliche Stellung - Total","Männer",7290,4892,5841,9640,12573
"2016","Schweiz","Schweizer/innen","Oberes und mittleres Kader","Geschlecht - Total",10136,6105,7751,13235,17659
"2016","Schweiz","Schweizer/innen","Oberes und mittleres Kader","Frauen",8665,5220,6695,11128,14168
"2016","Schweiz","Schweizer/innen","Oberes und mittleres Kader","Männer",10729,6500,8222,13982,18746
"2016","Schweiz","Schweizer/innen","Unteres Kader","Geschlecht - Total",8300,5364,6627,10394,12586
"2016","Schweiz","Schweizer/innen","Unteres Kader","Frauen",7469,4745,5898,9279,11347
"2016","Schweiz","Schweizer/innen","Unteres Kader","Männer",8782,5840,7046,10847,13065
"2016","Schweiz","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7060,4855,5848,8754,10746
"2016","Schweiz","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",6496,4426,5200,7969,9700
"2016","Schweiz","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",7409,5325,6204,9188,11205
"2016","Schweiz","Schweizer/innen","Ohne Kaderfunktion","Geschlecht - Total",6190,4352,5079,7625,9449
"2016","Schweiz","Schweizer/innen","Ohne Kaderfunktion","Frauen",5848,4164,4752,7220,8806
"2016","Schweiz","Schweizer/innen","Ohne Kaderfunktion","Männer",6472,4638,5402,7998,9979
"2016","Schweiz","Ausländer/innen","Berufliche Stellung - Total","Geschlecht - Total",5893,3974,4718,7748,10970
"2016","Schweiz","Ausländer/innen","Berufliche Stellung - Total","Frauen",5377,3658,4281,7408,9886
"2016","Schweiz","Ausländer/innen","Berufliche Stellung - Total","Männer",6081,4236,4999,7972,11552
"2016","Schweiz","Ausländer/innen","Oberes und mittleres Kader","Geschlecht - Total",11213,5786,7812,16311,23695
"2016","Schweiz","Ausländer/innen","Oberes und mittleres Kader","Frauen",9896,5179,7000,14264,19495
"2016","Schweiz","Ausländer/innen","Oberes und mittleres Kader","Männer",11810,6105,8183,17143,25247
"2016","Schweiz","Ausländer/innen","Unteres Kader","Geschlecht - Total",8415,4964,6292,11116,13917
"2016","Schweiz","Ausländer/innen","Unteres Kader","Frauen",7907,4625,5881,10575,13208
"2016","Schweiz","Ausländer/innen","Unteres Kader","Männer",8685,5255,6489,11381,14250
"2016","Schweiz","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6756,4516,5449,8717,11299
"2016","Schweiz","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",6447,4140,4944,8532,10725
"2016","Schweiz","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",6872,4770,5659,8795,11578
"2016","Schweiz","Ausländer/innen","Ohne Kaderfunktion","Geschlecht - Total",5481,3837,4497,6757,8528
"2016","Schweiz","Ausländer/innen","Ohne Kaderfunktion","Frauen",4980,3569,4133,6609,8333
"2016","Schweiz","Ausländer/innen","Ohne Kaderfunktion","Männer",5666,4092,4778,6826,8660
"2016","Schweiz","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Geschlecht - Total",5191,3500,4091,6447,8126
"2016","Schweiz","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Frauen",4366,3287,3714,6300,7962
"2016","Schweiz","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Männer",5400,3685,4370,6485,8190
"2016","Schweiz","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Geschlecht - Total",8662,4652,6461,15840,18407
"2016","Schweiz","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Frauen",6548,4474,5674,8444,14964
"2016","Schweiz","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Männer",10806,4652,6688,16299,20028
"2016","Schweiz","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Geschlecht - Total",6302,3882,4594,9840,12468
"2016","Schweiz","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Frauen",5925,3810,4179,8122,11827
"2016","Schweiz","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Männer",6426,3977,4835,10344,12700
"2016","Schweiz","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",5519,3568,4234,7500,9844
"2016","Schweiz","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Frauen",5767,3772,4178,7500,9506
"2016","Schweiz","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Männer",5290,3442,4418,7697,10101
"2016","Schweiz","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Geschlecht - Total",5054,3485,4039,6190,7308
"2016","Schweiz","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Frauen",4217,3227,3617,5904,7343
"2016","Schweiz","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Männer",5320,3674,4286,6259,7303
"2016","Schweiz","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Geschlecht - Total",5641,3810,4436,7750,11342
"2016","Schweiz","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Frauen",5464,3569,4155,7496,10089
"2016","Schweiz","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Männer",5698,3971,4628,7974,12096
"2016","Schweiz","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Geschlecht - Total",12247,5882,8000,18678,28443
"2016","Schweiz","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Frauen",10225,5477,7275,15199,22093
"2016","Schweiz","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Männer",13274,6036,8646,20296,30533
"2016","Schweiz","> Aufenthalter/innen (Kat. B)","Unteres Kader","Geschlecht - Total",8727,4762,6263,11585,14711
"2016","Schweiz","> Aufenthalter/innen (Kat. B)","Unteres Kader","Frauen",7960,4615,5882,10711,13374
"2016","Schweiz","> Aufenthalter/innen (Kat. B)","Unteres Kader","Männer",9191,4946,6503,11953,15417
"2016","Schweiz","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7000,4424,5378,9474,13213
"2016","Schweiz","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Frauen",6711,4119,4950,9028,11054
"2016","Schweiz","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Männer",7172,4706,5607,9945,15010
"2016","Schweiz","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Geschlecht - Total",5161,3685,4237,6622,8524
"2016","Schweiz","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Frauen",4891,3514,4007,6692,8328
"2016","Schweiz","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Männer",5266,3860,4420,6561,8681
"2016","Schweiz","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Geschlecht - Total",5951,4142,4846,7745,11130
"2016","Schweiz","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Frauen",5233,3765,4332,7257,9940
"2016","Schweiz","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Männer",6212,4527,5244,8051,11796
"2016","Schweiz","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Geschlecht - Total",11107,5771,7835,16030,23038
"2016","Schweiz","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Frauen",10045,5150,7000,14036,19093
