"Jahr","Grossregion","Schweizer/innen und Ausländer/innen","Berufliche Stellung","Geschlecht","Zentralwert","P10","P25","P75","P90"
"2018","Ostschweiz","Ausländer/innen","Ohne Kaderfunktion","Geschlecht - Total",5365,3863,4485,6344,7709
"2018","Ostschweiz","Ausländer/innen","Ohne Kaderfunktion","Frauen",4687,3515,4026,5971,7636
"2018","Ostschweiz","Ausländer/innen","Ohne Kaderfunktion","Männer",5562,4152,4839,6438,7741
"2018","Ostschweiz","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Geschlecht - Total",5231,3765,4305,5853,6569
"2018","Ostschweiz","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Frauen",4024,3328,3557,4711,6669
"2018","Ostschweiz","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Männer",5429,3956,4495,5879,6569
"2018","Ostschweiz","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Geschlecht - Total",5497,4780,4957,7163,15723
"2018","Ostschweiz","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Frauen",,,,,
"2018","Ostschweiz","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Männer",,,,,
"2018","Ostschweiz","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Geschlecht - Total",,,,,
"2018","Ostschweiz","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Frauen",,,,,
"2018","Ostschweiz","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Männer",,,,,
"2018","Ostschweiz","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",,,,,
"2018","Ostschweiz","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2018","Ostschweiz","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2018","Ostschweiz","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Geschlecht - Total",5258,3704,4282,5853,6489
"2018","Ostschweiz","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Frauen",3900,3172,3478,4378,6119
"2018","Ostschweiz","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Männer",5441,3917,4495,5892,6503
"2018","Ostschweiz","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Geschlecht - Total",5200,3723,4295,6392,8244
"2018","Ostschweiz","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Frauen",4613,3422,3935,6283,8022
"2018","Ostschweiz","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Männer",5363,3967,4575,6394,8375
"2018","Ostschweiz","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Geschlecht - Total",7703,4783,6007,12161,19428
"2018","Ostschweiz","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Frauen",6777,4138,5361,8760,12510
"2018","Ostschweiz","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Männer",9291,5200,6325,13689,23844
"2018","Ostschweiz","> Aufenthalter/innen (Kat. B)","Unteres Kader","Geschlecht - Total",6222,4533,5086,8987,12195
"2018","Ostschweiz","> Aufenthalter/innen (Kat. B)","Unteres Kader","Frauen",5752,4132,4771,8880,11828
"2018","Ostschweiz","> Aufenthalter/innen (Kat. B)","Unteres Kader","Männer",6267,4967,5087,9125,12295
"2018","Ostschweiz","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",5605,4185,4727,7012,9512
"2018","Ostschweiz","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Frauen",5362,3989,4480,6879,8947
"2018","Ostschweiz","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Männer",5737,4285,5013,7040,9680
"2018","Ostschweiz","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Geschlecht - Total",5020,3611,4186,5997,7303
"2018","Ostschweiz","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Frauen",4393,3379,3814,5685,7433
"2018","Ostschweiz","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Männer",5238,3901,4476,6047,7223
"2018","Ostschweiz","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Geschlecht - Total",5675,4098,4786,6973,9329
"2018","Ostschweiz","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Frauen",4944,3721,4230,6483,8643
"2018","Ostschweiz","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Männer",5925,4544,5177,7201,9650
"2018","Ostschweiz","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Geschlecht - Total",9196,5114,6455,12610,17909
"2018","Ostschweiz","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Frauen",8073,4851,5882,11902,15468
"2018","Ostschweiz","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Männer",9587,5334,6603,13004,18453
"2018","Ostschweiz","> Niedergelassene (Kat. C)","Unteres Kader","Geschlecht - Total",7848,4706,6188,10335,13146
"2018","Ostschweiz","> Niedergelassene (Kat. C)","Unteres Kader","Frauen",6931,4020,5095,8825,11816
"2018","Ostschweiz","> Niedergelassene (Kat. C)","Unteres Kader","Männer",8386,5445,6591,10932,13669
"2018","Ostschweiz","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6363,4614,5404,7819,9793
"2018","Ostschweiz","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Frauen",5740,4139,4816,7171,8866
"2018","Ostschweiz","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Männer",6600,4944,5782,8072,10125
"2018","Ostschweiz","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Geschlecht - Total",5442,4031,4643,6374,7762
"2018","Ostschweiz","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Frauen",4755,3644,4133,5850,7658
"2018","Ostschweiz","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Männer",5675,4474,5048,6553,7794
"2018","Ostschweiz","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Geschlecht - Total",6107,4131,5025,7713,10111
"2018","Ostschweiz","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Frauen",5848,3772,4550,7290,9097
"2018","Ostschweiz","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Männer",6190,4306,5172,7892,10310
"2018","Ostschweiz","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Geschlecht - Total",7171,4695,5172,11522,15687
"2018","Ostschweiz","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Frauen",7805,3921,5616,11901,16486
"2018","Ostschweiz","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Männer",6732,4695,5079,11304,15528
"2018","Ostschweiz","> Grenzgänger/innen (Kat. G)","Unteres Kader","Geschlecht - Total",7947,5118,6475,9958,12879
"2018","Ostschweiz","> Grenzgänger/innen (Kat. G)","Unteres Kader","Frauen",6713,4889,5473,8331,10455
"2018","Ostschweiz","> Grenzgänger/innen (Kat. G)","Unteres Kader","Männer",8479,5572,6829,10384,13375
"2018","Ostschweiz","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7015,5008,5847,9441,10993
"2018","Ostschweiz","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Frauen",6607,3908,4775,8204,9441
"2018","Ostschweiz","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Männer",7364,5222,5948,9878,11429
"2018","Ostschweiz","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Geschlecht - Total",5910,3992,4825,7072,8500
"2018","Ostschweiz","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Frauen",5482,3678,4433,6884,8089
"2018","Ostschweiz","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Männer",6007,4132,4996,7127,8692
"2018","Ostschweiz","> Andere","Berufliche Stellung - Total","Geschlecht - Total",4328,3406,3786,5825,6716
"2018","Ostschweiz","> Andere","Berufliche Stellung - Total","Frauen",4126,3422,3801,5710,7554
"2018","Ostschweiz","> Andere","Berufliche Stellung - Total","Männer",4468,3330,3686,5825,6334
"2018","Ostschweiz","> Andere","Oberes und mittleres Kader","Geschlecht - Total",,,,,
"2018","Ostschweiz","> Andere","Oberes und mittleres Kader","Frauen",,,,,
"2018","Ostschweiz","> Andere","Oberes und mittleres Kader","Männer",,,,,
"2018","Ostschweiz","> Andere","Unteres Kader","Geschlecht - Total",,,,,
"2018","Ostschweiz","> Andere","Unteres Kader","Frauen",,,,,
"2018","Ostschweiz","> Andere","Unteres Kader","Männer",,,,,
"2018","Ostschweiz","> Andere","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",,,,,
"2018","Ostschweiz","> Andere","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2018","Ostschweiz","> Andere","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2018","Ostschweiz","> Andere","Ohne Kaderfunktion","Geschlecht - Total",4261,3330,3694,5825,6334
"2018","Ostschweiz","> Andere","Ohne Kaderfunktion","Frauen",4060,3475,3801,4896,7060
"2018","Ostschweiz","> Andere","Ohne Kaderfunktion","Männer",4433,3308,3667,5825,6334
"2018","Zentralschweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Geschlecht - Total",6438,4334,5164,8399,11348
"2018","Zentralschweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Frauen",5905,4059,4697,7555,9679
"2018","Zentralschweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Männer",6781,4654,5500,9016,12382
"2018","Zentralschweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Geschlecht - Total",9666,5489,7169,13335,19710
"2018","Zentralschweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Frauen",8190,4459,5846,11285,15931
"2018","Zentralschweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Männer",10123,6071,7664,13950,20513
"2018","Zentralschweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Geschlecht - Total",7904,5131,6392,9920,12460
"2018","Zentralschweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Frauen",7112,4581,5587,8964,11203
"2018","Zentralschweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Männer",8290,5672,6808,10397,13039
"2018","Zentralschweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6823,4767,5605,8671,10882
"2018","Zentralschweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Frauen",6203,4333,4964,7809,10192
"2018","Zentralschweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Männer",7059,5082,5935,8984,11221
"2018","Zentralschweiz","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Geschlecht - Total",5933,4207,4910,7334,9232
"2018","Zentralschweiz","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Frauen",5652,3987,4596,7079,8771
"2018","Zentralschweiz","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Männer",6112,4436,5200,7505,9600
"2018","Zentralschweiz","Schweizer/innen","Berufliche Stellung - Total","Geschlecht - Total",6643,4499,5346,8535,11158
"2018","Zentralschweiz","Schweizer/innen","Berufliche Stellung - Total","Frauen",6049,4216,4850,7583,9512
"2018","Zentralschweiz","Schweizer/innen","Berufliche Stellung - Total","Männer",7076,4861,5724,9223,12183
"2018","Zentralschweiz","Schweizer/innen","Oberes und mittleres Kader","Geschlecht - Total",9387,5470,7137,12410,17004
"2018","Zentralschweiz","Schweizer/innen","Oberes und mittleres Kader","Frauen",7843,4412,5727,10519,13606
"2018","Zentralschweiz","Schweizer/innen","Oberes und mittleres Kader","Männer",9854,6139,7577,13000,17982
"2018","Zentralschweiz","Schweizer/innen","Unteres Kader","Geschlecht - Total",7789,5180,6383,9509,11440
"2018","Zentralschweiz","Schweizer/innen","Unteres Kader","Frauen",7000,4581,5497,8570,10267
"2018","Zentralschweiz","Schweizer/innen","Unteres Kader","Männer",8201,5762,6808,10024,12059
"2018","Zentralschweiz","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6863,4746,5644,8549,10447
"2018","Zentralschweiz","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",6235,4333,4952,7667,9577
"2018","Zentralschweiz","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",7129,5200,6041,8969,10847
"2018","Zentralschweiz","Schweizer/innen","Ohne Kaderfunktion","Geschlecht - Total",6133,4363,5062,7495,9320
"2018","Zentralschweiz","Schweizer/innen","Ohne Kaderfunktion","Frauen",5831,4171,4754,7170,8801
"2018","Zentralschweiz","Schweizer/innen","Ohne Kaderfunktion","Männer",6353,4643,5390,7761,9808
"2018","Zentralschweiz","Ausländer/innen","Berufliche Stellung - Total","Geschlecht - Total",5799,3943,4708,7788,12460
"2018","Zentralschweiz","Ausländer/innen","Berufliche Stellung - Total","Frauen",5243,3736,4267,7407,10920
"2018","Zentralschweiz","Ausländer/innen","Berufliche Stellung - Total","Männer",5965,4191,5074,8016,13333
"2018","Zentralschweiz","Ausländer/innen","Oberes und mittleres Kader","Geschlecht - Total",12843,5571,7945,20396,30000
"2018","Zentralschweiz","Ausländer/innen","Oberes und mittleres Kader","Frauen",11469,4980,7109,17600,25331
"2018","Zentralschweiz","Ausländer/innen","Oberes und mittleres Kader","Männer",13690,5914,8205,21006,31508
"2018","Zentralschweiz","Ausländer/innen","Unteres Kader","Geschlecht - Total",8700,4901,6455,12592,16262
"2018","Zentralschweiz","Ausländer/innen","Unteres Kader","Frauen",8203,4635,6197,11656,15310
"2018","Zentralschweiz","Ausländer/innen","Unteres Kader","Männer",8983,5215,6845,12968,16843
"2018","Zentralschweiz","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6694,4829,5412,9350,12800
"2018","Zentralschweiz","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",6045,4292,5104,9079,12103
"2018","Zentralschweiz","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",6773,5074,5674,9452,13100
"2018","Zentralschweiz","Ausländer/innen","Ohne Kaderfunktion","Geschlecht - Total",5465,3839,4516,6721,8890
"2018","Zentralschweiz","Ausländer/innen","Ohne Kaderfunktion","Frauen",4895,3671,4138,6549,8611
"2018","Zentralschweiz","Ausländer/innen","Ohne Kaderfunktion","Männer",5641,4046,4850,6802,9068
"2018","Zentralschweiz","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Geschlecht - Total",5222,3500,4117,5750,6855
"2018","Zentralschweiz","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Frauen",4091,3164,3725,5213,7219
"2018","Zentralschweiz","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Männer",5434,3543,4332,5819,6838
"2018","Zentralschweiz","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Geschlecht - Total",,,,,
"2018","Zentralschweiz","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Frauen",,,,,
"2018","Zentralschweiz","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Männer",,,,,
"2018","Zentralschweiz","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Geschlecht - Total",,,,,
"2018","Zentralschweiz","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Frauen",,,,,
"2018","Zentralschweiz","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Männer",,,,,
"2018","Zentralschweiz","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",,,,,
"2018","Zentralschweiz","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2018","Zentralschweiz","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2018","Zentralschweiz","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Geschlecht - Total",5213,3500,4072,5625,6647
"2018","Zentralschweiz","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Frauen",3972,3159,3645,4643,6024
"2018","Zentralschweiz","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Männer",5434,3501,4364,5792,6679
"2018","Zentralschweiz","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Geschlecht - Total",5647,3799,4497,7936,13167
"2018","Zentralschweiz","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Frauen",5404,3617,4127,7658,11699
"2018","Zentralschweiz","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Männer",5723,3967,4746,8101,14167
"2018","Zentralschweiz","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Geschlecht - Total",15687,6350,9743,22664,34196
"2018","Zentralschweiz","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Frauen",14365,5635,9224,21465,28170
"2018","Zentralschweiz","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Männer",16019,6933,9756,23681,34888
"2018","Zentralschweiz","> Aufenthalter/innen (Kat. B)","Unteres Kader","Geschlecht - Total",9857,4600,6250,13872,17339
"2018","Zentralschweiz","> Aufenthalter/innen (Kat. B)","Unteres Kader","Frauen",8494,4735,6392,12411,15791
"2018","Zentralschweiz","> Aufenthalter/innen (Kat. B)","Unteres Kader","Männer",10490,4600,6190,14732,18654
"2018","Zentralschweiz","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6623,4730,5076,10394,13624
"2018","Zentralschweiz","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Frauen",6224,4292,5104,9850,12999
"2018","Zentralschweiz","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Männer",6761,4762,5076,10479,13862
"2018","Zentralschweiz","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Geschlecht - Total",5404,3693,4323,6652,8995
"2018","Zentralschweiz","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Frauen",4851,3551,3979,6885,8819
"2018","Zentralschweiz","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Männer",5434,3849,4548,6525,9106
"2018","Zentralschweiz","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Geschlecht - Total",5965,4191,4894,7908,12270
"2018","Zentralschweiz","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Frauen",5256,3858,4375,7301,10501
"2018","Zentralschweiz","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Männer",6243,4579,5314,8254,13417
"2018","Zentralschweiz","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Geschlecht - Total",11733,5488,7429,18972,28783
"2018","Zentralschweiz","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Frauen",10075,4813,6941,16058,22591
"2018","Zentralschweiz","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Männer",12313,5614,7660,20037,30000
"2018","Zentralschweiz","> Niedergelassene (Kat. C)","Unteres Kader","Geschlecht - Total",8333,5287,6574,11644,14897
"2018","Zentralschweiz","> Niedergelassene (Kat. C)","Unteres Kader","Frauen",8057,4564,6088,11361,14907
"2018","Zentralschweiz","> Niedergelassene (Kat. C)","Unteres Kader","Männer",8542,5698,7018,11817,14821
"2018","Zentralschweiz","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6707,4895,5726,8883,12333
"2018","Zentralschweiz","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Frauen",5953,4364,5014,8659,11304
"2018","Zentralschweiz","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Männer",6836,5347,5935,8944,12549
"2018","Zentralschweiz","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Geschlecht - Total",5613,4094,4706,6830,8972
"2018","Zentralschweiz","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Frauen",4950,3805,4276,6417,8567
"2018","Zentralschweiz","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Männer",5855,4457,5123,6965,9250
"2018","Zentralschweiz","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Geschlecht - Total",6808,4444,5414,9485,15538
"2018","Zentralschweiz","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Frauen",5902,3721,4744,8456,10920
"2018","Zentralschweiz","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Männer",6993,4742,5511,9590,17046
"2018","Zentralschweiz","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Geschlecht - Total",13821,3726,7843,22477,28517
"2018","Zentralschweiz","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Frauen",4088,3558,3560,9401,13901
"2018","Zentralschweiz","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Männer",15090,6512,10034,27693,31482
"2018","Zentralschweiz","> Grenzgänger/innen (Kat. G)","Unteres Kader","Geschlecht - Total",9918,5826,7777,12914,18995
"2018","Zentralschweiz","> Grenzgänger/innen (Kat. G)","Unteres Kader","Frauen",,,,,
"2018","Zentralschweiz","> Grenzgänger/innen (Kat. G)","Unteres Kader","Männer",10267,5826,7794,13750,18032
"2018","Zentralschweiz","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",,,,,
"2018","Zentralschweiz","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2018","Zentralschweiz","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2018","Zentralschweiz","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Geschlecht - Total",6350,4407,5269,7927,10000
"2018","Zentralschweiz","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Frauen",5849,4043,4905,7873,9814
"2018","Zentralschweiz","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Männer",6474,4429,5433,7927,10159
"2018","Zentralschweiz","> Andere","Berufliche Stellung - Total","Geschlecht - Total",3930,3391,3544,4582,6373
"2018","Zentralschweiz","> Andere","Berufliche Stellung - Total","Frauen",4127,3175,3544,4590,5933
"2018","Zentralschweiz","> Andere","Berufliche Stellung - Total","Männer",3858,3420,3544,4582,6896
"2018","Zentralschweiz","> Andere","Oberes und mittleres Kader","Geschlecht - Total",,,,,
"2018","Zentralschweiz","> Andere","Oberes und mittleres Kader","Frauen",,,,,
"2018","Zentralschweiz","> Andere","Oberes und mittleres Kader","Männer",,,,,
"2018","Zentralschweiz","> Andere","Unteres Kader","Geschlecht - Total",,,,,
"2018","Zentralschweiz","> Andere","Unteres Kader","Frauen",,,,,
"2018","Zentralschweiz","> Andere","Unteres Kader","Männer",,,,,
"2018","Zentralschweiz","> Andere","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",,,,,
"2018","Zentralschweiz","> Andere","Verantwortlich für die Ausführung der Arbeiten","Frauen",..,..,..,..,..
"2018","Zentralschweiz","> Andere","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2018","Zentralschweiz","> Andere","Ohne Kaderfunktion","Geschlecht - Total",3871,3371,3541,4551,5518
"2018","Zentralschweiz","> Andere","Ohne Kaderfunktion","Frauen",4127,3175,3542,4551,5282
"2018","Zentralschweiz","> Andere","Ohne Kaderfunktion","Männer",3817,3376,3541,4558,5741
"2018","Ticino","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Geschlecht - Total",5363,3459,4178,6964,9441
"2018","Ticino","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Frauen",4836,3249,3782,6389,8190
"2018","Ticino","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Männer",5617,3696,4483,7353,10402
"2018","Ticino","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Geschlecht - Total",8254,4598,6000,11963,17591
"2018","Ticino","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Frauen",6717,3772,4800,9208,14167
"2018","Ticino","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Männer",8905,5137,6667,12807,18833
"2018","Ticino","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Geschlecht - Total",6338,4231,5147,8254,10268
"2018","Ticino","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Frauen",5883,3981,4583,7827,9842
"2018","Ticino","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Männer",6389,4635,5400,8573,10751
"2018","Ticino","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",5813,3842,4627,7172,8916
"2018","Ticino","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Frauen",5443,3704,4421,6851,8255
"2018","Ticino","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Männer",6016,3955,4830,7361,9340
"2018","Ticino","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Geschlecht - Total",4852,3332,3880,6025,7441
"2018","Ticino","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Frauen",4473,3146,3596,5744,7323
"2018","Ticino","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Männer",5094,3508,4144,6180,7528
"2018","Ticino","Schweizer/innen","Berufliche Stellung - Total","Geschlecht - Total",6172,4092,4921,8067,10809
"2018","Ticino","Schweizer/innen","Berufliche Stellung - Total","Frauen",5598,3790,4540,7056,8560
"2018","Ticino","Schweizer/innen","Berufliche Stellung - Total","Männer",6660,4390,5341,8928,12251
"2018","Ticino","Schweizer/innen","Oberes und mittleres Kader","Geschlecht - Total",8657,4701,6215,12380,17460
"2018","Ticino","Schweizer/innen","Oberes und mittleres Kader","Frauen",6770,3754,4762,8888,13174
"2018","Ticino","Schweizer/innen","Oberes und mittleres Kader","Männer",9848,5417,7152,13447,19287
"2018","Ticino","Schweizer/innen","Unteres Kader","Geschlecht - Total",7059,4505,5457,8889,10461
"2018","Ticino","Schweizer/innen","Unteres Kader","Frauen",6479,4128,4802,8027,9930
"2018","Ticino","Schweizer/innen","Unteres Kader","Männer",7647,5200,5886,9127,11249
"2018","Ticino","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6326,4333,5159,7481,9270
"2018","Ticino","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",5834,4102,4811,6927,8234
"2018","Ticino","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",6548,4653,5600,7908,9803
"2018","Ticino","Schweizer/innen","Ohne Kaderfunktion","Geschlecht - Total",5586,3885,4605,6828,8293
"2018","Ticino","Schweizer/innen","Ohne Kaderfunktion","Frauen",5365,3750,4370,6594,8003
"2018","Ticino","Schweizer/innen","Ohne Kaderfunktion","Männer",5784,4117,4843,7067,8660
